序號,避難收容處所名稱,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,預計收容人數,室內,室外,最近AQI站點,最近AQI站點經度,最近AQI站點緯度,距離(km),最近AQI值,風險等級
4162,大成高中操場,苗栗縣頭份市,新華里,大成街下新店65號,120.939582,24.683093,300,否,是,新竹站,120.96,24.81,14.26,35,Low Risk
4165,竹南國小-操場,苗栗縣竹南鎮,大厝里,中正路146號,120.8698,24.6837,600,否,是,新竹站,120.96,24.81,16.74,35,Low Risk
4166,竹南鎮公所三樓演藝廳,苗栗縣竹南鎮,正南里,中正路112號,120.8734,24.6838,300,是,否,新竹站,120.96,24.81,16.53,35,Low Risk
4167,民族社區活動中心室內,苗栗縣頭份市,民族里,東興路108號,120.904449,24.683856,90,是,否,新竹站,120.96,24.81,15.11,35,Low Risk
4168,珊湖社區活動中心,苗栗縣頭份市,珊湖里,中正三路103號,120.9596,24.6844,50,是,否,新竹站,120.96,24.81,13.97,35,Low Risk
4173,六合國小操場,苗栗縣頭份市,東庄里,民族路252號,120.901362,24.685661,200,否,是,新竹站,120.96,24.81,15.04,35,Low Risk
4174,新華社區活動中心,苗栗縣頭份市,新華里,13鄰崎仔頭313號,120.9283,24.6863,80,是,否,新竹站,120.96,24.81,14.12,35,Low Risk
4175,頭份市公所中正館,苗栗縣頭份市,仁愛里,中山路234號,120.913,24.6864,100,是,否,新竹站,120.96,24.81,14.54,35,Low Risk
4176,頭份市公所中山堂,苗栗縣頭份市,仁愛里,中山路232號,120.913,24.6864,200,是,否,新竹站,120.96,24.81,14.54,35,Low Risk
4179,信德國小操場,苗栗縣頭份市,流東里,信德路58號,120.960531,24.686799,300,否,是,新竹站,120.96,24.81,13.7,35,Low Risk
4181,東庄社區活動中心,苗栗縣頭份市,東庄里,7鄰八德一路66號,120.8933,24.6871,20,是,否,新竹站,120.96,24.81,15.24,35,Low Risk
4182,竹興國小-操場,苗栗縣竹南鎮,竹興里,竹圍街27號,120.864955,24.687124,300,否,是,新竹站,120.96,24.81,16.7,35,Low Risk
4184,頭份國小操場,苗栗縣頭份市,頭份里,中正路219號,120.912124,24.688116,200,否,是,新竹站,120.96,24.81,14.39,35,Low Risk
4185,新南國小-操場,苗栗縣竹南鎮,新南里,五谷街2號,120.884878,24.688226,500,否,是,新竹站,120.96,24.81,15.52,35,Low Risk
4190,李科永圖書館,苗栗縣竹南鎮,新南里,永貞路二段196號,120.886019,24.689053,300,是,否,新竹站,120.96,24.81,15.38,35,Low Risk
4191,竹南運動公園,苗栗縣竹南鎮,新南里,17鄰永貞路二段196號,120.886045,24.689128,5000,否,是,新竹站,120.96,24.81,15.38,35,Low Risk
4193,建國國中操場,苗栗縣頭份市,成功里,建國路119號,120.874545,24.68975,250,否,是,新竹站,120.96,24.81,15.91,35,Low Risk
4196,竹興社區活動中心-竹南鎮老人文康活動中心,苗栗縣竹南鎮,竹興里,新興街48巷6號,120.8605,24.6909,400,是,否,新竹站,120.96,24.81,16.62,35,Low Risk
4197,頭份國中操場,苗栗縣頭份市,蟠桃里,中央路275號,120.901115,24.6921,250,否,是,新竹站,120.96,24.81,14.4,35,Low Risk
4199,蟠桃國小操場,苗栗縣頭份市,蟠桃里,信東路285號,120.906679,24.692772,200,否,是,新竹站,120.96,24.81,14.1,35,Low Risk
4202,上埔社區活動中心室內,苗栗縣頭份市,上埔里,上埔路85號,120.922781,24.69297,60,是,否,新竹站,120.96,24.81,13.55,35,Low Risk
4205,蟠桃社區活動中心,苗栗縣頭份市,蟠桃里,22鄰中興街150號,120.9028,24.6937,125,是,否,新竹站,120.96,24.81,14.16,35,Low Risk
4206,忠孝社區活動中心,苗栗縣頭份市,忠孝里,2鄰忠孝2路83號,120.9114,24.6937,90,是,否,新竹站,120.96,24.81,13.83,35,Low Risk
4207,照南國小活動中心,苗栗縣竹南鎮,佳興里,光復路331號,120.87945,24.694078,500,是,否,新竹站,120.96,24.81,15.24,35,Low Risk
4208,佳興社區活動中心,苗栗縣竹南鎮,佳興里,光復路452號,120.8797,24.6953,100,是,否,新竹站,120.96,24.81,15.11,35,Low Risk
4210,建國國小操場,苗栗縣頭份市,建國里,建國路80號,120.909781,24.695407,200,否,是,新竹站,120.96,24.81,13.71,35,Low Risk
4212,后庄國小操場,苗栗縣頭份市,文化里,文化街20號,120.897894,24.696211,150,否,是,新竹站,120.96,24.81,14.12,35,Low Risk
4214,信義國小操場,苗栗縣頭份市,後庄里,信中路36號,120.890744,24.69706,200,否,是,新竹站,120.96,24.81,14.37,35,Low Risk
4215,興隆社區活動中心室內,苗栗縣頭份市,興隆里,興隆路一段24-26號?,120.931057,24.697341,100,否,否,新竹站,120.96,24.81,12.86,35,Low Risk
4226,山下社區活動中心,苗栗縣頭份市,山下里,7鄰山下62-7號,120.9012,24.7018,50,是,否,新竹站,120.96,24.81,13.42,35,Low Risk
4237,大同高中-操場,苗栗縣竹南鎮,大埔里,公義路890號,120.895333,24.707893,800,否,是,新竹站,120.96,24.81,13.1,35,Low Risk
4238,大埔社區活動中心,苗栗縣竹南鎮,大埔里,公義路936號,120.896939,24.709181,100,是,否,新竹站,120.96,24.81,12.89,35,Low Risk
2,金門縣烈嶼鄉林湖村辦公處,金門縣烈嶼鄉,林湖村,東林24號,118.248571,24.428328,30,是,否,嘉義站,120.45,23.48,247.31,55,Low Risk
4,烏坵鄉小坵村活動中心,金門縣烏坵鄉,小坵村,無門牌號碼,119.47,24.98,20,否,否,新竹站,120.96,24.81,151.47,35,Low Risk
5,金門縣烏坵鄉公所大廳,金門縣烏坵鄉,大坵村,1號,119.453178,24.988739,30,否,否,新竹站,120.96,24.81,153.27,35,Low Risk
3852,西南門里辦公處,金門縣金城鎮,西門里,民權路90-6號,118.305944,24.40212,50,是,否,嘉義站,120.45,23.48,240.81,55,Low Risk
3853,金門城社區活動中心,金門縣金城鎮,古城里,金門城85-1號,118.305944,24.40212,50,是,否,嘉義站,120.45,23.48,240.81,55,Low Risk
3855,前水頭社區活動中心,金門縣金城鎮,金水里,前水頭150-1號,118.295323,24.412637,50,是,否,嘉義站,120.45,23.48,242.28,55,Low Risk
3856,和平社區活動中心,金門縣金城鎮,珠沙里,和平新村130號,118.32855,24.414884,50,是,否,台中站,120.67,24.14,239.29,75,Low Risk
3857,金門縣烈嶼鄉上岐村辦公處,金門縣烈嶼鄉,上岐村,青岐90號,118.226,24.4154,30,是,否,嘉義站,120.45,23.48,248.79,55,Low Risk
3858,金湖鎮料羅里辦公處,金門縣金湖鎮,料羅里,料羅16-4號,118.436256,24.416677,30,是,否,台中站,120.67,24.14,228.49,75,Low Risk
3859,賢庵里辦公處,金門縣金城鎮,賢庵里,賢聚25號,118.30989,24.417848,30,是,否,嘉義站,120.45,23.48,241.19,55,Low Risk
3870,金湖鎮蓮庵里辦公處,金門縣金湖鎮,蓮庵里,東村43號,118.445281,24.42601,30,是,否,台中站,120.67,24.14,227.72,75,Low Risk
3873,金門縣烈嶼鄉上林村辦公處,金門縣烈嶼鄉,上林村,上林78號,118.2322,24.4279,30,是,否,嘉義站,120.45,23.48,248.79,55,Low Risk
3874,金門縣烈嶼鄉體育館,金門縣烈嶼鄉,林湖村,后井40號,118.2429,24.429,100,是,否,嘉義站,120.45,23.48,247.86,55,Low Risk
3877,金門縣立體育館,金門縣金城鎮,南門里,民族路261號,118.315222,24.42986,500,否,否,台中站,120.67,24.14,240.83,75,Warning
3878,金城鎮公所,金門縣金城鎮,東門里,民生路2號,118.320608,24.432741,60,是,否,台中站,120.67,24.14,240.33,75,Low Risk
3879,榜林村辦公處收容所,金門縣金寧鄉,榜林村,榜林21號,118.331873,24.435134,50,否,否,台中站,120.67,24.14,239.24,75,Warning
3880,金門縣烈嶼鄉西口村辦公處,金門縣烈嶼鄉,西口村,西方18號,118.2383,24.4353,30,是,否,嘉義站,120.45,23.48,248.58,55,Low Risk
3881,金湖鎮新湖里辦公處,金門縣金湖鎮,新湖里,湖前62-1號,118.414545,24.435813,30,是,否,台中站,120.67,24.14,230.95,75,Low Risk
3883,金湖鎮正義里辦公處,金門縣金湖鎮,正義里,成功65-1號,118.390023,24.439013,40,是,否,台中站,120.67,24.14,233.46,75,Low Risk
3884,金湖鎮公所,金門縣金湖鎮,新市里,林森路二號,118.416876,24.441506,120,是,否,台中站,120.67,24.14,230.8,75,Low Risk
3885,金湖鎮新市里辦公處,金門縣金湖鎮,新市里,林森路6號,118.416754,24.441569,40,是,否,台中站,120.67,24.14,230.81,75,Low Risk
3886,金湖鎮溪湖里辦公處,金門縣金湖鎮,溪湖里,溪邊80號,118.460286,24.442463,30,是,否,台中站,120.67,24.14,226.46,75,Low Risk
3887,金湖鎮山外里辦公處,金門縣金湖鎮,山外里,山外1-1號,118.414691,24.443575,30,是,否,台中站,120.67,24.14,231.05,75,Low Risk
3890,金門縣烈嶼鄉黃埔村辦公處,金門縣烈嶼鄉,黃埔村,黃厝45號,118.2518,24.4467,30,是,否,台中站,120.67,24.14,247.44,75,Low Risk
3894,盤山村辦公處收容所,金門縣金寧鄉,盤山村,頂堡150號,118.340234,24.449053,50,是,否,台中站,120.67,24.14,238.6,75,Low Risk
3895,后盤村辦公處收容所,金門縣金寧鄉,后盤村,后盤山33號,118.354268,24.450889,50,是,否,台中站,120.67,24.14,237.22,75,Low Risk
3896,金寧鄉公所收容所,金門縣金寧鄉,盤山村,仁愛新村1號,118.3349,24.4509,100,是,否,台中站,120.67,24.14,239.16,75,Low Risk
3897,金湖鎮瓊林里辦公處,金門縣金湖鎮,瓊林里,瓊林236-1號,118.372922,24.455146,50,是,否,台中站,120.67,24.14,235.42,75,Low Risk
3898,安美村辦公處收容所,金門縣金寧鄉,安美村,安岐37-3號,118.32665,24.457343,50,是,否,台中站,120.67,24.14,240.09,75,Low Risk
3899,湖埔村辦公處收容所,金門縣金寧鄉,湖埔村,湖下155號,118.305473,24.458058,50,是,否,台中站,120.67,24.14,242.22,75,Low Risk
3918,古寧村辦公處收容所,金門縣金寧鄉,古寧村,北山10之3號,118.31223,24.477772,50,是,否,台中站,120.67,24.14,241.86,75,Low Risk
3924,金沙鎮公所,金門縣金沙鎮,汶沙里,環島東路一段112號,118.4132,24.4889,110,是,否,台中站,120.67,24.14,231.95,75,Low Risk
3,南坑村集會所暨南外社區活動中心,新竹縣北埔鄉,南坑村,9鄰大南坑1-5號,121.0561,24.6725,20,否,否,新竹站,120.96,24.81,18.11,35,Low Risk
3970,秀巒村集會所,新竹縣尖石鄉,秀巒村,4鄰8號,121.2855,24.5601,50,是,否,新竹站,120.96,24.81,43.05,35,Low Risk
3979,鎮西堡長老教會,新竹縣尖石鄉,秀巒村,9鄰28號,121.302,24.5732,80,是,否,新竹站,120.96,24.81,43.44,35,Low Risk
3980,玉峰村集會所,新竹縣尖石鄉,玉峰村,5鄰38號,121.3656,24.5735,50,是,否,宜蘭站,121.77,24.69,42.88,40,Low Risk
4001,養老天主堂,新竹縣尖石鄉,秀巒村,養老12鄰9號,121.2674,24.589,40,是,否,新竹站,120.96,24.81,39.6,35,Low Risk
4010,桃山村辦公處,新竹縣五峰鄉,桃山村,3鄰52-1號,121.1088,24.5948,60,是,是,新竹站,120.96,24.81,28.26,35,Low Risk
4055,竹林村辦公處,新竹縣五峰鄉,竹林村,1鄰13號,121.1486,24.6254,40,是,是,新竹站,120.96,24.81,28.0,35,Low Risk
4063,五峰活動中心,新竹縣五峰鄉,大隘村,6鄰98號2樓,121.1194,24.6321,110,是,否,新竹站,120.96,24.81,25.51,35,Low Risk
4076,秀巒國小田埔分校,新竹縣尖石鄉,秀巒村,1鄰田埔5號,121.2785,24.6414,60,是,否,新竹站,120.96,24.81,37.23,35,Low Risk
4085,花園村集會所,新竹縣五峰鄉,花園村,8鄰177號,121.1597,24.6464,100,是,否,新竹站,120.96,24.81,27.16,35,Low Risk
4093,獅山遊客中心,新竹縣峨眉鄉,七星村,六寮60-8號,121.02454,24.65533,25,是,否,新竹站,120.96,24.81,18.39,35,Low Risk
4095,石磊國小,新竹縣尖石鄉,玉峰村,1鄰1號,121.3264,24.6555,100,是,否,桃園站,121.3,24.99,37.29,45,Low Risk
4103,豐鄉村集會所,新竹縣橫山鄉,豐鄉村,大山背32號,121.1225,24.6592,80,是,否,新竹站,120.96,24.81,23.46,35,Low Risk
4104,瑞峰國小操場,新竹縣竹東鎮,瑞峰里,上坪里43號,121.1225,24.6592,267,否,是,新竹站,120.96,24.81,23.46,35,Low Risk
4105,瑞峰國小禮堂,新竹縣竹東鎮,上坪里,43號,121.1225,24.6592,385,是,否,新竹站,120.96,24.81,23.46,35,Low Risk
4106,玉峰國小,新竹縣尖石鄉,玉峰村,5鄰59號,121.3012,24.6601,50,是,否,桃園站,121.3,24.99,36.68,45,Low Risk
4111,竹東瑞峰國小,新竹縣橫山鄉,南昌村,竹東鎮上坪里43號,121.1215,24.66186,385,是,是,新竹站,120.96,24.81,23.18,35,Low Risk
4113,湖光社區活動中心,新竹縣峨眉鄉,湖光村,11鄰湖農新村32號,120.98775,24.66422,40,是,否,新竹站,120.96,24.81,16.45,35,Low Risk
4124,宇老派出所,新竹縣尖石鄉,玉峰村,10鄰石磊49號,121.2825,24.6679,15,是,否,桃園站,121.3,24.99,35.86,45,Low Risk
4135,梅花長老教會,新竹縣尖石鄉,梅花村,4鄰99號,121.204,24.673,80,是,否,新竹站,120.96,24.81,28.97,35,Low Risk
4171,錦屏村集會所,新竹縣尖石鄉,錦屏村,1鄰4號,121.2512,24.685,80,是,否,新竹站,120.96,24.81,32.53,35,Low Risk
4178,峨眉鄉老人文康中心,新竹縣峨眉鄉,峨眉村,獅山街7鄰28號,121.01747,24.68655,145,是,否,新竹站,120.96,24.81,14.9,35,Low Risk
4180,富興國小,新竹縣峨眉鄉,富興村,太平街8號,120.9885,24.6868,3412,是,是,新竹站,120.96,24.81,14.0,35,Low Risk
4189,峨眉國小,新竹縣峨眉鄉,峨眉村,峨眉街4號,121.02014,24.68874,390,是,是,新竹站,120.96,24.81,14.79,35,Low Risk
4192,義興分校,新竹縣尖石鄉,義興村,8鄰51號,121.1778,24.6895,60,是,否,新竹站,120.96,24.81,25.75,35,Low Risk
4194,富興社區活動中心,新竹縣峨眉鄉,富興村,1鄰33號,120.98663,24.69036,75,是,否,新竹站,120.96,24.81,13.57,35,Low Risk
4195,峨眉國中,新竹縣峨眉鄉,峨眉村,峨眉街54號,121.0181,24.6908,590,是,是,新竹站,120.96,24.81,14.49,35,Low Risk
4198,中盛社區活動中心,新竹縣峨眉鄉,中盛村,5鄰283號,121.03017,24.6922,25,是,否,新竹站,120.96,24.81,14.89,35,Low Risk
4209,嘉興國小,新竹縣尖石鄉,嘉樂村,3鄰麥樹仁177號,121.2011,24.6953,50,是,否,新竹站,120.96,24.81,27.48,35,Low Risk
4217,石井集會所,新竹縣峨眉鄉,石井村,4鄰34-7號,121.00073,24.69814,35,是,否,新竹站,120.96,24.81,13.1,35,Low Risk
4218,嘉樂村集會所,新竹縣尖石鄉,嘉樂村,6鄰9號,121.1913,24.6986,40,是,否,新竹站,120.96,24.81,26.44,35,Low Risk
4219,北埔鄉圓樓市場,新竹縣北埔鄉,南興村,光復街30號,121.056026,24.699071,165,否,否,新竹站,120.96,24.81,15.69,35,Low Risk
4221,北埔鄉老人文康中心,新竹縣北埔鄉,北埔村,北埔街90號3樓,121.055108,24.700345,50,是,否,新竹站,120.96,24.81,15.52,35,Low Risk
4222,埔尾活動中心二次避難所,新竹縣北埔鄉,埔尾村,埔心街132號,121.054377,24.700742,40,是,否,新竹站,120.96,24.81,15.44,35,Low Risk
4223,北埔國小二次避難所,新竹縣北埔鄉,埔尾村,埔心街24號,121.053448,24.700797,865,是,是,新竹站,120.96,24.81,15.38,35,Low Risk
4224,北埔鄉立幼兒園,新竹縣北埔鄉,南興村,中興街2號,121.05916,24.701165,80,是,否,新竹站,120.96,24.81,15.71,35,Low Risk
4227,關西國小,新竹縣關西鎮,西安里,7鄰中山路126號,121.0541,24.7029,700,是,是,新竹站,120.96,24.81,15.24,35,Low Risk
4228,水?社區活動中心,新竹縣北埔鄉,水?村,8鄰中豐路1巷9號,121.05927,24.703765,35,是,否,新竹站,120.96,24.81,15.49,35,Low Risk
4229,豐田村集會所,新竹縣橫山鄉,豐田村,3鄰油羅63-1號,121.1569,24.70432,45,是,是,新竹站,120.96,24.81,23.1,35,Low Risk
4230,北埔國中二次避難所,新竹縣北埔鄉,埔尾村,埔心街141號,121.047608,24.704374,920,是,是,新竹站,120.96,24.81,14.7,35,Low Risk
4231,田寮村集會所,新竹縣橫山鄉,田寮村,田洋街132號,121.1058,24.70463,180,是,是,新竹站,120.96,24.81,18.82,35,Low Risk
4233,尖石天主堂,新竹縣尖石鄉,嘉樂村,3鄰147號,121.2029,24.7059,50,是,否,新竹站,120.96,24.81,27.12,35,Low Risk
4234,新光國小,新竹縣尖石鄉,秀巒村,8鄰17號,121.2031,24.706,50,是,否,新竹站,120.96,24.81,27.13,35,Low Risk
4235,廣濟宮活動中心,新竹縣橫山鄉,內灣村,大同路1號,121.1807,24.70628,110,是,是,新竹站,120.96,24.81,25.09,35,Low Risk
4236,拿互依長老教會,新竹縣尖石鄉,嘉樂村,3鄰153號,121.2085,24.7068,50,是,否,新竹站,120.96,24.81,27.59,35,Low Risk
4243,員崠國小活動中心,新竹縣竹東鎮,員崠里,東峰路281號,121.0988,24.7137,580,是,是,新竹站,120.96,24.81,17.64,35,Low Risk
4246,力行村集會所,新竹縣橫山鄉,力行村,中山街1段177號,121.1681,24.71575,15,是,否,新竹站,120.96,24.81,23.48,35,Low Risk
4247,橫山社區長壽俱樂部,新竹縣橫山鄉,橫山村,橫山96號,121.1153,24.71819,45,是,否,新竹站,120.96,24.81,18.71,35,Low Risk
4249,雙溪國小三峰分校,新竹縣寶山鄉,三峰村,7鄰新湖路4段90號,120.9970159,24.72123556,1100,否,否,新竹站,120.96,24.81,10.55,35,Low Risk
4250,老人文康活動中心,新竹縣橫山鄉,大肚村,永昌街53號,121.1345,24.72184,90,是,否,新竹站,120.96,24.81,20.16,35,Low Risk
4251,八五三教會,新竹縣尖石鄉,新樂村,10鄰62-5號,121.2741,24.7223,200,是,否,桃園站,121.3,24.99,29.88,45,Low Risk
4252,油田社區活動中心,新竹縣寶山鄉,油田村,8鄰新湖路3段172號,121.01329,24.724414,82,否,否,新竹站,120.96,24.81,10.93,35,Low Risk
4257,大崎村集會所,新竹縣寶山鄉,大崎村,雙園路1段6巷32號,120.9534,24.7288,106,是,否,新竹站,120.96,24.81,9.05,35,Low Risk
4258,寶斗集會所,新竹縣寶山鄉,寶斗村,6鄰寶斗路110號,120.9533615,24.72880207,72,否,否,新竹站,120.96,24.81,9.05,35,Low Risk
4264,樹杞林文化館,新竹縣竹東鎮,?林里,新生路377號,121.0946,24.7325,817,是,是,新竹站,120.96,24.81,16.09,35,Low Risk
4267,新城國小,新竹縣寶山鄉,新城村,10鄰寶新路2段475號,120.967436,24.733474,770,否,否,新竹站,120.96,24.81,8.54,35,Low Risk
4268,中山國小禮堂,新竹縣竹東鎮,中山里,中山路70號,121.0947,24.7335,797,是,是,新竹站,120.96,24.81,16.04,35,Low Risk
4269,秀湖社區活動中心,新竹縣芎林鄉,秀湖村,4鄰五和街3號,121.1168,24.734,30,是,否,新竹站,120.96,24.81,17.95,35,Low Risk
4270,水田教會,新竹縣尖石鄉,新樂村,水田7鄰192號,121.2584,24.7341,50,是,否,桃園站,121.3,24.99,28.76,45,Low Risk
4271,竹東國小體育館,新竹縣竹東鎮,竹東里,康寧街1號,121.0883,24.7352,650,是,是,新竹站,120.96,24.81,15.39,35,Low Risk
4273,福興社區活動中心,新竹縣橫山鄉,福興村,八十分31號,121.1704,24.73543,155,是,否,新竹站,120.96,24.81,22.8,35,Low Risk
4274,五龍社區活動中心,新竹縣芎林鄉,五龍村,富林路1段138巷91號,121.1223,24.7362,20,是,否,新竹站,120.96,24.81,18.33,35,Low Risk
4276,竹東客家戲曲公園,新竹縣竹東鎮,?林里,原育樂公園,121.0903,24.7373,805,否,是,新竹站,120.96,24.81,15.44,35,Low Risk
4279,沙坑村集會所,新竹縣橫山鄉,沙坑村,沙坑街50號,121.1611,24.73874,50,是,否,新竹站,120.96,24.81,21.79,35,Low Risk
4280,大同國小禮堂,新竹縣竹東鎮,忠孝里,莊敬街111號,121.0884,24.7403,835,是,是,新竹站,120.96,24.81,15.1,35,Low Risk
4281,寶山國小,新竹縣寶山鄉,寶山村,8鄰寶山路2段130號,121.022112,24.74037021,624,否,否,新竹站,120.96,24.81,9.96,35,Low Risk
4296,永興社區活動中心,新竹縣芎林鄉,永興村,7鄰39之3號,121.1104,24.7483,20,是,否,新竹站,120.96,24.81,16.66,35,Low Risk
4297,石潭社區活動中心,新竹縣芎林鄉,石潭村,福昌街300巷47號,121.1009,24.7484,60,是,否,新竹站,120.96,24.81,15.79,35,Low Risk
4301,華龍村集會所,新竹縣芎林鄉,華龍村,6鄰176之1號,121.1398,24.7502,20,是,否,新竹站,120.96,24.81,19.33,35,Low Risk
4316,玉山國小,新竹縣關西鎮,玉山里,4鄰赤柯山25號,121.2087,24.7576,280,是,是,新竹站,120.96,24.81,25.77,35,Low Risk
4333,雙溪國小,新竹縣寶山鄉,雙溪村,9鄰雙園路2段310號,120.9913,24.7647,3522,是,是,新竹站,120.96,24.81,5.95,35,Low Risk
4336,寶山鄉綜合行政大樓,新竹縣寶山鄉,雙溪村,雙園路2段325號5樓,120.9912736,24.76552459,264,否,否,新竹站,120.96,24.81,5.87,35,Low Risk
4338,寶山鄉老人文康中心,新竹縣寶山鄉,,雙園路二段283號,120.993005,24.766487,310,否,否,新竹站,120.96,24.81,5.87,35,Low Risk
4339,二重國小禮堂,新竹縣竹東鎮,二重里,光明路32號,121.05731,24.767497,800,是,是,新竹站,120.96,24.81,10.9,35,Low Risk
